Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6
Hepatitis D, fatigue, nausea,,,,
Hepatitis D, vomiting, fatigue, dark_urine, loss_of_appetite,,
Hepatitis D, vomiting, fatigue, dark_urine, nausea, loss_of_appetite, yellowing_of_eyes
Hepatitis D, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,
Hepatitis D, vomiting, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes
Hepatitis D, vomiting, fatigue, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
Hepatitis D, vomiting, fatigue, nausea,,,
Hepatitis D, fatigue, yellowish_skin, abdominal_pain,,,
Hepatitis D, vomiting, fatigue, nausea, abdominal_pain,,
Hepatitis D, vomiting, yellowish_skin, dark_urine, yellowing_of_eyes,,
Hepatitis D, fatigue, loss_of_appetite, abdominal_pain,,,
Hepatitis D, vomiting, fatigue, yellowish_skin, loss_of_appetite, abdominal_pain, yellowing_of_eyes
Hepatitis D, vomiting, dark_urine, nausea, abdominal_pain, yellowing_of_eyes,
Hepatitis D, vomiting, fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
Hepatitis D, yellowish_skin, nausea, loss_of_appetite, abdominal_pain,,
Hepatitis D, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite,
Hepatitis D, vomiting, fatigue, dark_urine, abdominal_pain, yellowing_of_eyes,
Hepatitis D, vomiting, nausea, abdominal_pain, yellowing_of_eyes,,
Hepatitis D, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain,
Hepatitis D, yellowish_skin, loss_of_appetite, yellowing_of_eyes,,,
Hepatitis D, vomiting, dark_urine, loss_of_appetite, abdominal_pain, yellowing_of_eyes,
Hepatitis D, fatigue, nausea, loss_of_appetite, abdominal_pain,,
Hepatitis D, fatigue, dark_urine, nausea, loss_of_appetite, yellowing_of_eyes,
Hepatitis D, vomiting, fatigue, nausea, loss_of_appetite, yellowing_of_eyes,
Hepatitis D, joint_pain, fatigue, yellowish_skin, dark_urine, abdominal_pain,
Hepatitis D, joint_pain, nausea, abdominal_pain,,,
Hepatitis D, joint_pain, fatigue, dark_urine, loss_of_appetite,,
Hepatitis D, fatigue, abdominal_pain,,,,
Hepatitis D, fatigue, yellowing_of_eyes,,,,
Hepatitis D, fatigue, yellowish_skin, loss_of_appetite, abdominal_pain,,
Hepatitis D, joint_pain, fatigue, dark_urine, abdominal_pain,,
Hepatitis D, abdominal_pain, yellowing_of_eyes,,,,
Hepatitis D, joint_pain, yellowish_skin, abdominal_pain, yellowing_of_eyes,,
Hepatitis D, fatigue, yellowish_skin, dark_urine, nausea,,
Hepatitis D, fatigue, yellowish_skin, dark_urine, nausea, yellowing_of_eyes,
Hepatitis D, yellowish_skin, nausea, loss_of_appetite,,,
Hepatitis D, joint_pain, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain
Hepatitis D, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellowing_of_eyes,
Hepatitis D, joint_pain, dark_urine, nausea, loss_of_appetite, abdominal_pain,
Hepatitis D, fatigue, dark_urine, abdominal_pain, yellowing_of_eyes,,
Hepatitis D, joint_pain, yellowish_skin, loss_of_appetite, abdominal_pain,,
Hepatitis D, joint_pain, fatigue, yellowish_skin, abdominal_pain, yellowing_of_eyes,
Hepatitis D, fatigue, yellowish_skin, dark_urine, abdominal_pain,,
Hepatitis D, joint_pain, abdominal_pain, yellowing_of_eyes,,,
Hepatitis D, joint_pain, fatigue, dark_urine, yellowing_of_eyes,,
Hepatitis D, fatigue, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,
Hepatitis D, joint_pain, fatigue, nausea,,,
Hepatitis D, yellowish_skin, dark_urine, nausea, yellowing_of_eyes,,
Hepatitis D, joint_pain, fatigue, yellowing_of_eyes,,,
Hepatitis D, joint_pain, dark_urine, loss_of_appetite, abdominal_pain, yellowing_of_eyes,
Hepatitis D, joint_pain, vomiting, yellowish_skin,,,
Hepatitis D, vomiting, yellowish_skin, nausea, yellowing_of_eyes,,
Hepatitis D, joint_pain, dark_urine, nausea, abdominal_pain, yellowing_of_eyes,
Hepatitis D, vomiting, yellowish_skin, loss_of_appetite, yellowing_of_eyes,,
Hepatitis D, yellowish_skin, dark_urine, yellowing_of_eyes,,,
Hepatitis D, vomiting, dark_urine, nausea, abdominal_pain,,
Hepatitis D, joint_pain, nausea, loss_of_appetite, abdominal_pain,,
Hepatitis D, yellowish_skin, loss_of_appetite, yellowing_of_eyes,,,
Hepatitis D, vomiting, yellowish_skin, dark_urine, nausea, abdominal_pain, yellowing_of_eyes
Hepatitis D, joint_pain, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes
Hepatitis D, joint_pain, vomiting, yellowish_skin, dark_urine, loss_of_appetite,
Hepatitis D, vomiting, loss_of_appetite, abdominal_pain,,,
Hepatitis D, joint_pain, vomiting, nausea, yellowing_of_eyes,,
Hepatitis D, joint_pain, vomiting, dark_urine, nausea, loss_of_appetite, yellowing_of_eyes
Hepatitis D, joint_pain, vomiting, yellowish_skin, dark_urine, yellowing_of_eyes,
Hepatitis D, joint_pain, vomiting, yellowish_skin, nausea, abdominal_pain,
Hepatitis D, joint_pain, vomiting, nausea, loss_of_appetite, abdominal_pain,
Hepatitis D, joint_pain, vomiting, loss_of_appetite, abdominal_pain, yellowing_of_eyes,
Hepatitis D, joint_pain, vomiting, yellowish_skin, nausea,,
Hepatitis D, joint_pain, vomiting, dark_urine, loss_of_appetite, abdominal_pain,
Hepatitis D, yellowish_skin, dark_urine, nausea, abdominal_pain,,
Hepatitis D, dark_urine, loss_of_appetite, yellowing_of_eyes,,,
Hepatitis D, vomiting, dark_urine, loss_of_appetite,,,
Hepatitis D, vomiting, nausea, abdominal_pain, yellowing_of_eyes,,
Hepatitis D, vomiting, nausea, yellowing_of_eyes,,,
Hepatitis D, joint_pain, vomiting, nausea, yellowing_of_eyes,,
Hepatitis D, joint_pain, vomiting, abdominal_pain, yellowing_of_eyes,,
Hepatitis D, joint_pain, vomiting, fatigue, dark_urine, nausea,
Hepatitis D, fatigue, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,
Hepatitis D, dark_urine, nausea, abdominal_pain, yellowing_of_eyes,,
Hepatitis D, vomiting, fatigue, dark_urine, loss_of_appetite,,
Hepatitis D, vomiting, fatigue, dark_urine, loss_of_appetite, abdominal_pain,
Hepatitis D, joint_pain, vomiting, loss_of_appetite,,,
Hepatitis D, joint_pain, nausea, yellowing_of_eyes,,,
Hepatitis D, joint_pain, vomiting, dark_urine, nausea,,
Hepatitis D, joint_pain, fatigue, abdominal_pain,,,
Hepatitis D, vomiting, fatigue, nausea, abdominal_pain, yellowing_of_eyes,
Hepatitis D, vomiting, nausea,,,,
Hepatitis D, joint_pain, vomiting, fatigue, dark_urine, abdominal_pain, yellowing_of_eyes
Hepatitis D, dark_urine, abdominal_pain,,,,
Hepatitis D, joint_pain, vomiting, fatigue, dark_urine, abdominal_pain,
Hepatitis D, vomiting, fatigue, loss_of_appetite,,,
Hepatitis D, fatigue, loss_of_appetite,,,,
Hepatitis D, joint_pain, fatigue, dark_urine, loss_of_appetite, yellowing_of_eyes,
Hepatitis D, joint_pain, vomiting, loss_of_appetite, yellowing_of_eyes,,
Hepatitis D, fatigue, dark_urine, loss_of_appetite,,,
Hepatitis D, joint_pain, dark_urine, nausea, loss_of_appetite,,
Hepatitis D, joint_pain, vomiting, fatigue, abdominal_pain, yellowing_of_eyes,
Hepatitis D, fatigue, nausea, abdominal_pain, yellowing_of_eyes,,
Hepatitis D, joint_pain, vomiting, loss_of_appetite,,,
Hepatitis D, joint_pain, fatigue, yellowing_of_eyes,,,
Hepatitis D, joint_pain, vomiting, loss_of_appetite, yellowing_of_eyes,,
Hepatitis D, fatigue, yellowish_skin, loss_of_appetite, abdominal_pain, yellowing_of_eyes,
Hepatitis D, vomiting, fatigue, nausea, yellowing_of_eyes,,
Hepatitis D, joint_pain, vomiting, fatigue,,,
Hepatitis D, fatigue, nausea, abdominal_pain, yellowing_of_eyes,,
Hepatitis D, nausea, loss_of_appetite,,,,
Hepatitis D, fatigue, nausea, loss_of_appetite, abdominal_pain,,
Hepatitis D, joint_pain, fatigue, loss_of_appetite, yellowing_of_eyes,,
Hepatitis D, yellowish_skin, nausea, loss_of_appetite, abdominal_pain,,
Hepatitis D, vomiting, fatigue, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
Hepatitis D, joint_pain, abdominal_pain, yellowing_of_eyes,,,
Hepatitis D, vomiting, fatigue, yellowing_of_eyes,,,
Hepatitis D, joint_pain, vomiting, nausea, abdominal_pain,,
Hepatitis D, vomiting, loss_of_appetite, abdominal_pain,,,
Hepatitis D, joint_pain, vomiting, loss_of_appetite, abdominal_pain, yellowing_of_eyes,
Hepatitis D, vomiting, nausea,,,,
Hepatitis D, vomiting, yellowish_skin, nausea,,,
Hepatitis D, joint_pain, vomiting, fatigue, nausea, yellowing_of_eyes,
Hepatitis D, yellowish_skin, loss_of_appetite,,,,
Hepatitis D, vomiting, loss_of_appetite, yellowing_of_eyes,,,
Hepatitis D, vomiting, fatigue, nausea, loss_of_appetite, abdominal_pain,
Hepatitis D, fatigue, yellowish_skin, loss_of_appetite, abdominal_pain,,
Hepatitis D, vomiting, fatigue, yellowish_skin, yellowing_of_eyes,,
Hepatitis D, fatigue, yellowish_skin, loss_of_appetite, abdominal_pain,,
Hepatitis D, vomiting, yellowish_skin, loss_of_appetite,,,
Hepatitis D, vomiting, loss_of_appetite,,,,
Hepatitis D, dark_urine, abdominal_pain, yellowing_of_eyes,,,
Hepatitis D, joint_pain, vomiting, yellowish_skin, dark_urine, loss_of_appetite,
Hepatitis D, joint_pain, fatigue, yellowish_skin, loss_of_appetite,,
Hepatitis D, vomiting, dark_urine, loss_of_appetite, abdominal_pain,,
Hepatitis D, joint_pain, vomiting, yellowing_of_eyes,,,
Hepatitis D, vomiting, yellowish_skin, dark_urine, yellowing_of_eyes,,
Hepatitis D, fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain,
Hepatitis D, joint_pain, dark_urine, loss_of_appetite, abdominal_pain, yellowing_of_eyes,
Hepatitis D, joint_pain, yellowish_skin, dark_urine, loss_of_appetite, yellowing_of_eyes,
Hepatitis D, vomiting, yellowish_skin, dark_urine, loss_of_appetite, yellowing_of_eyes,
Hepatitis D, vomiting, fatigue, yellowish_skin, yellowing_of_eyes,,
Hepatitis D, joint_pain, vomiting, dark_urine, yellowing_of_eyes,,
Hepatitis D, vomiting, dark_urine, abdominal_pain,,,
Hepatitis D, vomiting, dark_urine, yellowing_of_eyes,,,
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin,,
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, abdominal_pain, yellowing_of_eyes
Hepatitis D, joint_pain, vomiting, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
Hepatitis D, joint_pain, dark_urine, yellowing_of_eyes,,,
Hepatitis D, joint_pain, fatigue, abdominal_pain, yellowing_of_eyes,,
Hepatitis D, joint_pain, fatigue, yellowish_skin, dark_urine, yellowing_of_eyes,
Hepatitis D, joint_pain, dark_urine, loss_of_appetite,,,
Hepatitis D, fatigue, yellowish_skin,,,,
Hepatitis D, joint_pain, fatigue, yellowish_skin,,,
Hepatitis D, dark_urine, nausea, abdominal_pain, yellowing_of_eyes,,
Hepatitis D, joint_pain, vomiting, dark_urine, abdominal_pain, yellowing_of_eyes,
Hepatitis D, fatigue, dark_urine, yellowing_of_eyes,,,
Hepatitis D, vomiting, fatigue, nausea, abdominal_pain, yellowing_of_eyes,
Hepatitis D, fatigue, yellowish_skin, dark_urine, abdominal_pain,,
Hepatitis D, vomiting, fatigue, dark_urine, yellowing_of_eyes,,
Hepatitis D, fatigue, yellowish_skin, dark_urine,,,
Hepatitis D, vomiting, fatigue, yellowish_skin, yellowing_of_eyes,,
Hepatitis D, vomiting, yellowish_skin, dark_urine, nausea,,
Hepatitis D, joint_pain, vomiting, nausea,,,
Hepatitis D, joint_pain, vomiting, yellowish_skin,,,
Hepatitis D, joint_pain, nausea, yellowing_of_eyes,,,
Hepatitis D, fatigue, yellowish_skin, nausea, abdominal_pain,,
Hepatitis D, joint_pain, yellowish_skin, nausea,,,
Hepatitis D, joint_pain, fatigue, dark_urine, nausea,,
Hepatitis D, yellowish_skin, dark_urine, abdominal_pain, yellowing_of_eyes,,
Hepatitis D, joint_pain, vomiting, fatigue, dark_urine, abdominal_pain, yellowing_of_eyes
Hepatitis D, joint_pain, vomiting, dark_urine, nausea, abdominal_pain,
Hepatitis D, yellowish_skin, dark_urine, nausea, yellowing_of_eyes,,
Hepatitis D, vomiting, fatigue, dark_urine,,,
Hepatitis D, yellowish_skin, dark_urine, nausea,,,
Hepatitis D, vomiting, fatigue, yellowish_skin, dark_urine, abdominal_pain,
Hepatitis D, joint_pain, vomiting, dark_urine, abdominal_pain,,
Hepatitis D, joint_pain, fatigue, yellowish_skin, dark_urine, abdominal_pain, yellowing_of_eyes
Hepatitis D, joint_pain, dark_urine, nausea, loss_of_appetite,,
Hepatitis D, vomiting, dark_urine, loss_of_appetite,,,
Hepatitis D, fatigue, dark_urine, nausea, yellowing_of_eyes,,
Hepatitis D, joint_pain, yellowish_skin, yellowing_of_eyes,,,
Hepatitis D, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite,
Hepatitis D, joint_pain, vomiting, loss_of_appetite,,,
Hepatitis D, joint_pain, fatigue, dark_urine,,,
Hepatitis D, fatigue, nausea, loss_of_appetite, yellowing_of_eyes,,
Hepatitis D, vomiting, yellowish_skin, loss_of_appetite,,,
Hepatitis D, yellowish_skin, yellowing_of_eyes,,,,
Hepatitis D, joint_pain, yellowish_skin, nausea, loss_of_appetite,,
Hepatitis D, joint_pain, vomiting, yellowish_skin, dark_urine, loss_of_appetite,
Hepatitis D, joint_pain, dark_urine, loss_of_appetite, yellowing_of_eyes,,
Hepatitis D, vomiting, yellowish_skin, dark_urine, loss_of_appetite,,
Hepatitis D, joint_pain, yellowish_skin, dark_urine, loss_of_appetite,,
Hepatitis D, joint_pain, vomiting, fatigue, dark_urine,,
Hepatitis D, joint_pain, yellowish_skin,,,,
Hepatitis D, vomiting, dark_urine, nausea, loss_of_appetite, yellowing_of_eyes,
Hepatitis D, vomiting, nausea, yellowing_of_eyes,,,
Hepatitis D, fatigue, dark_urine, nausea, loss_of_appetite,,
Hepatitis D, joint_pain, vomiting, yellowish_skin, dark_urine, yellowing_of_eyes,
Hepatitis D, fatigue, dark_urine, yellowing_of_eyes,,,
Hepatitis D, joint_pain, fatigue, yellowish_skin, dark_urine, loss_of_appetite,
Hepatitis D, joint_pain, yellowish_skin, dark_urine, nausea, loss_of_appetite,
Hepatitis D, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes,
Hepatitis D, joint_pain, vomiting, fatigue, dark_urine, nausea, loss_of_appetite
Hepatitis D, joint_pain, yellowish_skin, nausea, loss_of_appetite,,
Hepatitis D, joint_pain, vomiting, dark_urine, abdominal_pain,,
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, nausea, abdominal_pain
Hepatitis D, vomiting, fatigue, yellowish_skin, loss_of_appetite, abdominal_pain,
Hepatitis D, joint_pain, vomiting, yellowish_skin, dark_urine, nausea,
Hepatitis D, joint_pain, vomiting, yellowish_skin, dark_urine, loss_of_appetite,
Hepatitis D, fatigue, dark_urine,,,,
Hepatitis D, dark_urine, nausea, loss_of_appetite,,,
Hepatitis D, nausea, loss_of_appetite, abdominal_pain,,,
Hepatitis D, vomiting, fatigue, dark_urine, nausea,,
Hepatitis D, joint_pain, fatigue, yellowish_skin, nausea, loss_of_appetite,
Hepatitis D, joint_pain, vomiting, yellowish_skin, loss_of_appetite, abdominal_pain,
Hepatitis D, vomiting, fatigue, nausea, loss_of_appetite,,
Hepatitis D, joint_pain, yellowish_skin, dark_urine, nausea, abdominal_pain,
Hepatitis D, joint_pain, fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
Hepatitis D, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite,
Hepatitis D, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain
Hepatitis D, fatigue, yellowish_skin, loss_of_appetite, abdominal_pain,,
Hepatitis D, yellowish_skin, loss_of_appetite,,,,
Hepatitis D, joint_pain, dark_urine, loss_of_appetite, abdominal_pain,,
Hepatitis D, yellowish_skin, dark_urine, abdominal_pain,,,
Hepatitis D, vomiting, fatigue, loss_of_appetite,,,
Hepatitis D, yellowish_skin, dark_urine,,,,
Hepatitis D, joint_pain, vomiting, loss_of_appetite,,,
Hepatitis E, vomiting, high_fever, nausea, loss_of_appetite, coma,
Hepatitis E, joint_pain, vomiting, dark_urine, nausea, abdominal_pain,
Hepatitis E, vomiting, high_fever, nausea, abdominal_pain, coma,
Hepatitis E, vomiting, nausea, loss_of_appetite, abdominal_pain, coma,
Hepatitis E, joint_pain, vomiting, yellowish_skin, dark_urine, nausea,
Hepatitis E, fatigue, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,
Hepatitis E, joint_pain, high_fever, dark_urine, loss_of_appetite, stomach_bleeding,
Hepatitis E, vomiting, fatigue, high_fever, dark_urine, nausea, coma
Hepatitis E, joint_pain, vomiting, dark_urine, yellowing_of_eyes,,
Hepatitis E, loss_of_appetite, coma, stomach_bleeding,,,
Hepatitis E, fatigue, high_fever, dark_urine, abdominal_pain, stomach_bleeding,
Hepatitis E, joint_pain, dark_urine, loss_of_appetite, yellowing_of_eyes, coma, stomach_bleeding
Hepatitis E, fatigue, nausea, abdominal_pain, coma, stomach_bleeding,
Hepatitis E, vomiting, fatigue, stomach_bleeding,,,
Hepatitis E, fatigue, dark_urine, abdominal_pain, yellowing_of_eyes, coma, stomach_bleeding
Hepatitis E, fatigue, high_fever, yellowish_skin, coma,,
Hepatitis E, joint_pain, fatigue, dark_urine, nausea, yellowing_of_eyes, coma
Hepatitis E, fatigue, loss_of_appetite, abdominal_pain, coma,,
Hepatitis E, high_fever, yellowish_skin, abdominal_pain,,,
Hepatitis E, vomiting, fatigue, high_fever, yellowish_skin, nausea,
Hepatitis E, vomiting, fatigue, yellowish_skin, nausea, abdominal_pain, coma
Hepatitis E, vomiting, yellowish_skin, abdominal_pain,,,
Hepatitis E, nausea, loss_of_appetite, yellowing_of_eyes, stomach_bleeding,,
Hepatitis E, dark_urine, nausea, abdominal_pain, yellowing_of_eyes, coma,
Hepatitis E, high_fever, yellowish_skin, dark_urine, nausea, coma, stomach_bleeding
Hepatitis E, joint_pain, fatigue, nausea, loss_of_appetite, abdominal_pain, stomach_bleeding
Hepatitis E, vomiting, yellowish_skin, dark_urine, nausea, abdominal_pain, acute_liver_failure
Hepatitis E, joint_pain, dark_urine, loss_of_appetite, coma, stomach_bleeding,
Hepatitis E, vomiting, dark_urine, nausea, acute_liver_failure, coma,
Hepatitis E, joint_pain, vomiting, dark_urine, nausea, yellowing_of_eyes, coma
Hepatitis E, joint_pain, high_fever, abdominal_pain, coma, stomach_bleeding,
Hepatitis E, dark_urine, nausea, loss_of_appetite, yellowing_of_eyes, coma, stomach_bleeding
Hepatitis E, vomiting, high_fever, yellowish_skin, loss_of_appetite, coma,
Hepatitis E, fatigue, high_fever, dark_urine, stomach_bleeding,,
Hepatitis E, vomiting, nausea, abdominal_pain, acute_liver_failure, coma, stomach_bleeding
Hepatitis E, joint_pain, vomiting, high_fever, yellowish_skin, abdominal_pain, acute_liver_failure
Hepatitis E, nausea, loss_of_appetite, yellowing_of_eyes, stomach_bleeding,,
Hepatitis E, fatigue, yellowish_skin, yellowing_of_eyes, acute_liver_failure,,
Hepatitis E, fatigue, dark_urine, nausea, coma,,
Hepatitis E, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, stomach_bleeding,
Hepatitis E, joint_pain, vomiting, abdominal_pain, coma,,
Hepatitis E, vomiting, fatigue, nausea, abdominal_pain, coma,
Hepatitis E, high_fever, dark_urine, loss_of_appetite, coma, stomach_bleeding,
Hepatitis E, joint_pain, nausea, loss_of_appetite, acute_liver_failure, coma,
Hepatitis E, fatigue, high_fever, yellowish_skin, nausea, loss_of_appetite, stomach_bleeding
Hepatitis E, vomiting, high_fever, yellowish_skin, dark_urine, acute_liver_failure, coma
